Name in AI	4-letter-code	race	type	buy type	built in/by, needed1	needed2	needed3	add for counting 1	add for counting 2	attack group	available time (in seconds)	restock time (in seconds)	gold_price (items only)	wood_price (items only)	bonus hero strength	air strength	casters strength	towers strength	piercing strength	normal strength	siege strength	magic strength	unarmored strength	lightarmor strength	mediumarmor strength	heavyarmor strength
ICE_TROLL_TRAPPER	nitt	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NERUBIAN_WARRIOR	nnwa	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FROST_REVENANT	nrvs	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NERUBIAN_WEBSPINNER	nnwl	NEUTRAL	merc	MERC	0	0	0	0	0	false	220	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURGUL_SNARECASTER	nmsn	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAKRURA_SNAPPER	nlsn	NEUTRAL	merc	MERC	0	0	0	0	0	false	260	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAKRURA_DEEPSEER	nlds	NEUTRAL	merc	MERC	0	0	0	0	0	false	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIANT_SEA_TURTLE	ntrt	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KOBOLD	nkob	NEUTRAL	merc	MERC	0	0	0	0	0	false	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURLOC_HUNTSMAN	nmrr	NEUTRAL	merc	MERC	0	0	0	0	0	false	110	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARK_TROLL_BERSERKER	ndtb	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARK_TROLL_SHADOW_PRIEST	ndtp	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIANT_WOLF	nwlg	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QUILLBOAR_HUNTER	nqbh	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENTAUR_ARCHER	ncea	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOODFIEND	nfgb	NEUTRAL	merc	MERC	0	0	0	0	0	true	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKEL_ORC_GRUNT	nsog	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLUDGE_MONS	nsln	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPITTING_SPIDER	nssp	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGONSPAWN_WARRIOR	nbdw	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUSKARR_HEALER	ntkh	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNBROKEN_DARKWEAVER	nubw	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ICE_TROLL_PRIEST	nitp	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NERUBIAN_SEER	nnwr	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURGUL_BLOODGILL	nmbg	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STORMREAVER_HERMIT	nsrh	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KOBOLD_TUNNELER	nkot	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KOBOLD_TASKMASTER	nkol	NEUTRAL	merc	MERC	0	0	0	0	0	true	440	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK_DRAGON_1	nbdr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK_DRAGON_2	nbdk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLACK_DRAGON_3	nbwm	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGON_1	nadw	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGON_2	nadk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLUE_DRAGON_3	nadr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONZE_DRAGON_1	nbzw	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONZE_DRAGON_2	nbzk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONZE_DRAGON_3	nbzd	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREEN_DRAGON_1	ngrw	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREEN_DRAGON_2	ngdk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREEN_DRAGON_3	ngrd	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETHER_DRAGON_1	nnht	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETHER_DRAGON_2	nndk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NETHER_DRAGON_3	nndr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_DRAGON_1	nrdk	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_DRAGON_2	nrdr	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	440	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RED_DRAGON_3	nrwm	NEUTRAL	merc	DRAGON	0	0	0	0	0	false	920	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHREDDER	ngir	NEUTRAL	shredder	GOBLIN_MERC	0	0	0	0	0	false	300	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPPER	ngsp	NEUTRAL	merc	GOBLIN_MERC	0	0	0	0	0	false	440	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEPPELIN	nzep	NEUTRAL	transporter	GOBLIN_MERC	0	0	0	0	0	false	440	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLD_MINE	ngol	NEUTRAL	mine	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCROLL_OF_REGENERATION	sreg	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	90	100	0	0	0	0	0	0	0	0	0	0	0	0	0
MECHANICAL_CRITTER	mcri	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	60	50	0	0	0	0	0	0	0	0	0	0	0	0	0
LESSER_CLARITY_POTION	plcl	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	30	70	0	0	0	0	0	0	0	0	0	0	0	0	0
HEALING_POTION	phea	item		RACIAL_ITEM	racial_shop	racial_hall[2]	0	0	0	false	440	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
MANA_POTION	pman	item		RACIAL_ITEM	racial_shop	racial_hall[2]	0	0	0	false	440	120	200	0	0	0	0	0	0	0	0	0	0	0	0	0
TOWN_PORTAL	stwp	item	tp	RACIAL_ITEM	racial_shop	racial_hall[2]	0	0	0	false	440	120	350	0	0	0	0	0	0	0	0	0	0	0	0	0
IVORY_TOWER	tsct	item		RACIAL_ITEM	racial_shop	racial_hall[2]	0	0	0	false	0	30	40	20	0	0	0	0	0	0	0	0	0	0	0	0
ORB_OF_FIRE	ofir	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	275	0	0	0	0	0	0	0	0	0	0	0	0	0
ORB_OF_FIRE_N	ofr2	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	250	0	0	0	0	0	0	0	0	0	0	0	0	0
STAFF_OF_SANCTUARY	ssan	item	sanctuary_item	RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	250	0	0	0	0	0	0	0	0	0	0	0	0	0
HEALING_SALVE	hslv	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0
SCROLL_OF_SPEED	shas	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	60	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ORB_OF_LIGHTNING	olig	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	450	0	0	0	0	0	0	0	0	0	0	0	0	0
ORB_OF_LIGHTNING_N	oli2	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	375	0	0	0	0	0	0	0	0	0	0	0	0	0
TINY_GREAT_HALL	tgrh	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	600	185	0	0	0	0	0	0	0	0	0	0	0	0
ROD_OF_NECROMANCY	rnec	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	60	150	0	0	0	0	0	0	0	0	0	0	0	0	0
SACRIFICIAL_SKULL	skul	item		RACIAL_ITEM	racial_shop	GRAVEYARD	0	0	0	false	0	60	50	0	0	0	0	0	0	0	0	0	0	0	0	0
DUST_OF_APPEARANCE	dust	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	60	75	0	0	0	0	0	0	0	0	0	0	0	0	0
ORB_OF_CORRUPTION	ocor	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	375	0	0	0	0	0	0	0	0	0	0	0	0	0
SCROLL_OF_HEALING	shea	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	440	120	250	0	0	0	0	0	0	0	0	0	0	0	0	0
MOONSTONE	moon	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	90	50	0	0	0	0	0	0	0	0	0	0	0	0	0
STAFF_OF_PRESERVATION	spre	item	preservation_item	RACIAL_ITEM	racial_shop	racial_hall[2]	0	0	0	false	0	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
ORB_OF_VENOM	oven	item		RACIAL_ITEM	racial_shop	racial_hall[3]	0	0	0	false	0	120	325	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTI_MAGIC_POTION	pams	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	120	100	0	0	0	0	0	0	0	0	0	0	0	0	0
RITUAL_DAGGER	ritd	item		RACIAL_ITEM	racial_shop	0	0	0	0	false	0	120	100	0	0	0	0	0	0	0	0	0	0	0	0	0
CIRCLET_OF_NOBILITY	cnob	item		MERCHANT_ITEM	0	0	0	0	0	false	0	120	175	0	0	0	0	0	0	0	0	0	0	0	0	0
PERIAPT_OF_VITALITY	prvt	item		MERCHANT_ITEM	0	0	0	0	0	false	0	120	350	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOTS_OF_SPEED	bspd	item		MERCHANT_ITEM	0	0	0	0	0	false	220	60	250	0	0	0	0	0	0	0	0	0	0	0	0	0
M_DUST_OF_APPEARANCE	dust	item		MERCHANT_ITEM	0	0	0	0	0	false	0	60	75	0	0	0	0	0	0	0	0	0	0	0	0	0
M_SCROLL_OF_HEALING	shea	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	250	0	0	0	0	0	0	0	0	0	0	0	0	0
SCROLL_OF_PROTECTION	spro	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
M_TOWN_PORTAL	stwp	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	350	0	0	0	0	0	0	0	0	0	0	0	0	0
POTION_OF_INVISIBILITY	pinv	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	100	0	0	0	0	0	0	0	0	0	0	0	0	0
TOME_OF_RETRAINING	tret	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	300	0	0	0	0	0	0	0	0	0	0	0	0	0
STAFF_OF_TELEPORTATION	stel	item	singe_tp	MERCHANT_ITEM	0	0	0	0	0	false	220	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
POTION_OF_LESSER_INVULNERBILITY	pnvl	item		MERCHANT_ITEM	0	0	0	0	0	false	440	120	150	0	0	0	0	0	0	0	0	0	0	0	0	0
JAINA	Hjai	CAMPAIGN	hero	HERO	HUMAN_ALTAR	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MURADIN	Hmbr	CAMPAIGN	hero	HERO	HUMAN_ALTAR	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GARITHOS	Hlgr	CAMPAIGN	hero	HERO	HUMAN_ALTAR	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAEL	Hkal	CAMPAIGN	hero	HERO	HUMAN_ALTAR	KEEP	CASTLE	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOOD_PRIEST	hbep	CAMPAIGN	0	UNIT	SANCTUM	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOOD_SORCERESS	hbes	CAMPAIGN	0	UNIT	SANCTUM	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLOOD_PEASANT	nhew	CAMPAIGN	0	UNIT	TOWN_HALL	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHURCH	htws	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGE_TOWER	htws	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GROM	Ogrh	CAMPAIGN	hero	HERO	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THRALL	Othr	CAMPAIGN	hero	HERO	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUARDIAN	oang	CAMPAIGN	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W2_WARLOCK	nw2w	CAMPAIGN	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIG_FARM	npgf	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_GRUNT	nchg	CAMPAIGN	0	UNIT	ORC_BARRACKS	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_WARLOCK	nchw	CAMPAIGN	0	UNIT	LODGE	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_RAIDER	nchr	CAMPAIGN	0	UNIT	BESTIARY	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_PEON	ncpn	CAMPAIGN	0	UNIT	GREAT_HALL	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_KODO	nckb	CAMPAIGN	0	UNIT	BESTIARY	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_GROM	Opgh	CAMPAIGN	0	UNIT	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_BLADEMASTER	Nbbc	CAMPAIGN	0	HERO	ORC_ALTAR	STRONGHOLD	FORTRESS	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHAOS_BURROW	ocbw	CAMPAIGN	0	BUILDING	CHAOS_PEON	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALGANIS	Umal	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TICHONDRIUS	Utic	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIT_LORD	Npld	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DETHEROC	Udth	CAMPAIGN	hero	HERO	UNDEAD_ALTAR	NECROPOLIS_2	NECROPOLIS_3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNDEAD_BARGE	uarb	CAMPAIGN	0	UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYLVANUS	Hvwd	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENARIUS	Ecen	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILLIDAN	Eevi	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILLIDAN_DEMON	Eevm	CAMPAIGN	hero,mutated	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	ILLIDAN	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAIEV	Ewrd	CAMPAIGN	hero	HERO	ELF_ALTAR	TREE_AGES	TREE_ETERNITY	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_ARCHER	nhea	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_FOOTMAN	hcth	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_FOOTMEN	hcth	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_SWORDMAN	hhes	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DRAGON_HAWK	nws1	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_TREANT	nenc	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POISON_TREANT	nenp	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLAGUE_TREANT	nepl	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHANDRIS	eshd	CAMPAIGN	0	UNIT	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_FARM	nefm	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_GUARD_TOWER	negt	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_SKY	negm	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_EARTH	negf	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIGH_TOWER	negt	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELF_HIGH_BARRACKS	nheb	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_LIFE	nctl	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_WELL	ncmw	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_PROTECTOR	ncap	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRUPT_WAR	ncaw	CAMPAIGN	0	BUILDING	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_VASHJ	Hvsh	CAMPAIGN	hero	HERO	NAGA_ALTAR	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_DRAGON	nsnp	CAMPAIGN		UNIT	NAGA_SPAWNING	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_WITCH	nnsw	CAMPAIGN		UNIT	NAGA_SHRINE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SERPENT	nwgs	CAMPAIGN		UNIT	NAGA_SHRINE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_HYDRA	nhyc	CAMPAIGN		UNIT	NAGA_SPAWNING	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SLAVE	nmpe	CAMPAIGN	peon	UNIT	NAGA_TEMPLE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SNAP_DRAGON	nsnp	CAMPAIGN		UNIT	NAGA_SPAWNING	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_COUATL	nwgs	CAMPAIGN		UNIT	NAGA_SHRINE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SIREN	nnsw	CAMPAIGN		UNIT	NAGA_SHRINE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_MYRMIDON	nmyr	CAMPAIGN		UNIT	NAGA_SPAWNING	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_REAVER	nnmg	CAMPAIGN		UNIT	NAGA_TEMPLE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_TURTLE	nhyc	CAMPAIGN	siege	UNIT	NAGA_SPAWNING	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_ROYAL	nnrg	CAMPAIGN		UNIT	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WATERYMINION	ncfs	CAMPAIGN		UNIT	NAGA_SIREN	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEAELEMENTAL	nsel	CAMPAIGN		UNIT	NAGA_ROYAL	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_TEMPLE	nntt	CAMPAIGN	hall1	BUILDING	NAGA_SLAVE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_CORAL	nnfm	CAMPAIGN	farm	BUILDING	NAGA_SLAVE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SHRINE	nnsa	CAMPAIGN		BUILDING	NAGA_SLAVE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_SPAWNING	nnsg	CAMPAIGN		BUILDING	NAGA_SLAVE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_GUARDIAN	nntg	CAMPAIGN		BUILDING	NAGA_SLAVE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAGA_ALTAR	nnad	CAMPAIGN	altar	BUILDING	NAGA_SLAVE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_NAGA_ARMOR	Rnam	CAMPAIGN	upgrade	ML_UPGRADE	NAGA_TEMPLE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_NAGA_ATTACK	Rnat	CAMPAIGN	upgrade	ML_UPGRADE	NAGA_TEMPLE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_NAGA_ABOLISH	Rnsi	CAMPAIGN	upgrade	UPGRADE	NAGA_SHRINE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_SIREN	Rnsw	CAMPAIGN	upgrade	ML_UPGRADE	NAGA_SHRINE	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_NAGA_ENSNARE	Rnen	CAMPAIGN	upgrade	UPGRADE	NAGA_SPAWNING	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPG_ORC_CHAOS	Roch	CAMPAIGN	upgrade	UPGRADE	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
